lookup_id,treatment_assigned,treatment_received,open,open_time,ZIP,Member,Total   Number of GIfts,Total Gifts Amount,Largest Gift Amount,Largest Gift Date,First Gift Amount,First Gift Date,Latest Gift Amount,Lastest Gift Date,Total Pledges,Predicted Affinity for Children's Causes,Predicted Affinity for Educational Causes,Predicted Affinity for Science,Predicted Affinity for Arts & Culture,Predicted Level of Technology Adoption
8-10022012,2,2,0,,,,,,,,,,,,,,,,,
8-10022025,4,4,0,,20175-2923,"",0,0.00,0.00,"",0.00,"",0.00,"","5,000.00",90,90,35,42,0
8-10022088,1,1,0,,,,,,,,,,,,,,,,,
8-10022158,4,4,0,,,,,,,,,,,,,,,,,
8-10022159,3,3,0,,,,,,,,,,,,,,,,,
8-10022199,4,4,0,,20120-5028,8-10002354,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10022211,2,2,0,,,,,,,,,,,,,,,,,
8-10022260,1,1,0,,,,,,,,,,,,,,,,,
8-10022310,2,2,0,,,,,,,,,,,,,,,,,
8-10022320,1,1,1,2020-10-20T19:53:55Z,,,,,,,,,,,,,,,,
8-10022358,2,2,0,,20155-2985,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10022383,1,1,1,2020-10-20T23:42:58Z,,,,,,,,,,,,,,,,
8-10022402,1,1,0,,,,,,,,,,,,,,,,,
8-10022416,1,1,0,,,,,,,,,,,,,,,,,
8-10022423,1,1,1,2020-10-20T22:51:43Z,20148-4413,8-10002361,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10022442,3,3,0,,27713-6113,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10022482,4,4,0,,,,,,,,,,,,,,,,,
8-10022510,3,3,0,,20181,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10022514,1,1,0,,20155-3342,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10022532,3,3,0,,22312-3406,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10022544,1,1,0,,,,,,,,,,,,,,,,,
8-10022565,2,2,0,,,,,,,,,,,,,,,,,
8-10022574,4,4,0,,,,,,,,,,,,,,,,,
8-10022614,2,2,1,2020-10-20T20:15:26Z,,,,,,,,,,,,,,,,
8-10022668,4,4,0,,,,,,,,,,,,,,,,,
8-10022677,1,1,0,,,,,,,,,,,,,,,,,
8-10022699,2,2,0,,22031-3521,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10022769,4,4,0,,29403-4403,8-10002379,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10022818,3,3,0,,,,,,,,,,,,,,,,,
8-10022825,1,1,0,,22030-5370,8-10002383,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
8-10022856,1,1,1,2020-10-20T20:05:35Z,20120-5216,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10022861,4,4,0,,22153-2532,8-10002397,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10022896,4,4,0,,,,,,,,,,,,,,,,,
8-10022930,2,2,0,,,,,,,,,,,,,,,,,
8-10022932,1,1,1,2020-10-20T20:13:35Z,,,,,,,,,,,,,,,,
8-10022937,2,2,0,,,,,,,,,,,,,,,,,
8-10022947,3,3,1,2020-10-21T19:20:11Z,22202-2406,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10022964,1,1,0,,22152-2138,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10022993,2,2,0,,,,,,,,,,,,,,,,,
8-10023025,1,1,0,,20136-1606,8-10002389,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10023051,1,1,1,2020-10-20T21:24:48Z,,,,,,,,,,,,,,,,
8-10023056,1,1,1,2020-10-20T20:37:50Z,22032-3703,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10023088,4,4,0,,22151-3126,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10023097,3,3,0,,20774-1706,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Apprentice
8-10023104,4,4,0,,,,,,,,,,,,,,,,,
8-10023119,1,1,1,2020-10-20T20:51:53Z,,,,,,,,,,,,,,,,
8-10023158,4,4,0,,,,,,,,,,,,,,,,,
8-10023174,1,1,0,,22033-3027,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10023194,1,1,0,,,,,,,,,,,,,,,,,
8-10023200,3,3,0,,20024-4573,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10023222,1,1,1,2020-10-21T00:57:52Z,,,,,,,,,,,,,,,,
8-10023249,1,1,0,,,,,,,,,,,,,,,,,
8-10023302,3,3,0,,,,,,,,,,,,,,,,,
8-10023319,2,2,1,2020-10-20T20:29:55Z,43017-6485,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Apprentice
8-10023331,1,1,0,,02067-3202,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10023359,3,,,,,,,,,,,,,,,,,,,
8-10023392,2,2,1,2020-10-20T23:44:35Z,,,,,,,,,,,,,,,,
8-10023397,3,3,1,2020-10-20T20:53:04Z,08824-1733,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10023398,4,4,0,,,,,,,,,,,,,,,,,
8-10023401,2,2,0,,,,,,,,,,,,,,,,,
8-10023464,4,4,0,,,,,,,,,,,,,,,,,
8-10023507,2,2,1,2020-10-21T02:04:13Z,,,,,,,,,,,,,,,,
8-10023569,3,3,1,2020-10-20T20:29:58Z,62225-1455,8-10002413,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10023570,1,1,0,,62225-1455,8-10002413,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10023601,4,4,0,,,,,,,,,,,,,,,,,
8-10023616,4,4,0,,22030-3732,8-10002414,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10023619,2,2,0,,,,,,,,,,,,,,,,,
8-10023650,3,3,0,,,,,,,,,,,,,,,,,
8-10023656,3,3,0,,,,,,,,,,,,,,,,,
8-10023658,1,1,0,,,,,,,,,,,,,,,,,
8-10023690,4,4,0,,,,,,,,,,,,,,,,,
8-10023697,2,2,0,,,,,,,,,,,,,,,,,
8-10023703,2,2,0,,22015-4800,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10023711,4,4,0,,,,,,,,,,,,,,,,,
8-10023716,1,1,0,,,,,,,,,,,,,,,,,
8-10023722,2,2,1,2020-10-20T20:17:47Z,22030-5414,8-10002417,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10023844,3,3,0,,14127-1528,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10023871,2,2,1,2020-10-20T21:14:55Z,,,,,,,,,,,,,,,,
8-10023873,4,4,0,,,,,,,,,,,,,,,,,
8-10023888,3,3,0,,,,,,,,,,,,,,,,,
8-10023909,4,,,,,,,,,,,,,,,,,,,
8-10024021,1,1,1,2020-10-20T19:54:07Z,22033-2700,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10024052,2,2,1,2020-10-21T14:54:47Z,,,,,,,,,,,,,,,,
8-10024054,4,4,0,,,,,,,,,,,,,,,,,
8-10024071,2,2,1,2020-10-20T21:37:43Z,,,,,,,,,,,,,,,,
8-10024087,1,1,0,,,,,,,,,,,,,,,,,
8-10024088,3,3,0,,,,,,,,,,,,,,,,,
8-10024100,2,2,1,2020-10-20T20:15:23Z,,,,,,,,,,,,,,,,
8-10024101,4,4,1,2020-10-21T01:38:21Z,22124-2335,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10024123,1,1,1,2020-10-20T19:53:54Z,20815-5150,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10024147,4,4,1,2020-10-21T17:34:18Z,22125-0239,8-10002431,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,90,35,Wizard
8-10024159,3,3,0,,,,,,,,,,,,,,,,,
8-10024278,3,3,0,,23112-6185,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,Wizard
8-10024351,1,1,1,2020-10-20T19:53:58Z,22182-1856,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10024353,2,2,0,,,,,,,,,,,,,,,,,
8-10024354,4,4,0,,,,,,,,,,,,,,,,,
8-10024372,1,1,0,,,,,,,,,,,,,,,,,
8-10024400,3,3,0,,22027-1218,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10024404,1,1,0,,,,,,,,,,,,,,,,,
8-10024419,3,3,0,,,,,,,,,,,,,,,,,
8-10024442,4,4,0,,,,,,,,,,,,,,,,,
8-10024453,4,4,0,,20155-6615,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10024462,2,2,0,,20723,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10024471,4,4,0,,22046-2805,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10024475,4,4,0,,,,,,,,,,,,,,,,,
8-10024510,2,2,0,,,,,,,,,,,,,,,,,
8-10024521,4,4,0,,,,,,,,,,,,,,,,,
8-10024552,3,3,1,2020-10-20T22:09:43Z,22207-4204,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10024560,4,4,0,,39507-1535,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10024620,2,2,1,2020-10-20T23:12:53Z,20191-4134,8-10002445,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10024661,1,1,1,2020-10-20T19:53:59Z,22102-2314,8-10002448,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10024664,4,4,0,,90056-2216,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10024670,1,1,1,2020-10-20T19:54:27Z,,,,,,,,,,,,,,,,
8-10024675,3,3,1,2020-10-20T20:41:19Z,22033-1238,8-10002450,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10024704,1,1,1,2020-10-20T20:09:45Z,,,,,,,,,,,,,,,,
8-10024706,2,2,0,,,,,,,,,,,,,,,,,
8-10024719,1,1,0,,,,,,,,,,,,,,,,,
8-10024743,3,3,1,2020-10-21T08:54:13Z,,,,,,,,,,,,,,,,
8-10024766,3,3,0,,19803-1512,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10024800,2,2,1,2020-10-20T20:25:05Z,20121-3545,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10024806,4,4,0,,,,,,,,,,,,,,,,,
8-10024820,3,3,0,,22124-2733,8-10002452,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10024840,3,3,0,,,,,,,,,,,,,,,,,
8-10024859,2,2,1,2020-10-20T20:22:42Z,,,,,,,,,,,,,,,,
8-10024863,3,3,1,2020-10-20T20:50:23Z,,,,,,,,,,,,,,,,
8-10024947,3,3,1,2020-10-21T06:32:54Z,,,,,,,,,,,,,,,,
8-10024968,3,3,0,,,,,,,,,,,,,,,,,
8-10024979,1,1,0,,,,,,,,,,,,,,,,,
8-10025031,2,2,1,2020-10-20T20:36:39Z,22153-2312,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025035,3,3,0,,,,,,,,,,,,,,,,,
8-10025055,1,1,0,,,,,,,,,,,,,,,,,
8-10025077,2,2,0,,,,,,,,,,,,,,,,,
8-10025083,2,2,1,2020-10-20T20:57:19Z,,,,,,,,,,,,,,,,
8-10025155,3,3,0,,20120-3081,8-10002469,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025174,2,2,0,,67052-8622,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025186,2,2,0,,20151-3644,8-10002473,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10025236,3,3,0,,,,,,,,,,,,,,,,,
8-10025238,4,4,0,,,,,,,,,,,,,,,,,
8-10025243,3,3,0,,22182-1705,8-10002476,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025276,4,4,1,2020-10-20T20:52:46Z,22312-1209,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025287,1,1,1,2020-10-20T20:39:54Z,20124-0979,8-10002484,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10025312,4,4,0,,20151-3940,8-10002548,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025331,2,2,0,,20151-3960,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025379,1,1,0,,20151-3951,8-10002557,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
8-10025411,2,2,0,,20176-6668,8-10002488,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025412,1,1,0,,20176-6668,8-10002488,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025416,2,2,0,,20124-2329,8-10003075,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10025440,4,4,0,,,,,,,,,,,,,,,,,
8-10025496,1,1,0,,,,,,,,,,,,,,,,,
8-10025525,4,4,0,,,,,,,,,,,,,,,,,
8-10025529,3,3,0,,,,,,,,,,,,,,,,,
8-10025653,1,1,1,2020-10-21T22:08:30Z,,,,,,,,,,,,,,,,
8-10025676,1,1,0,,,,,,,,,,,,,,,,,
8-10025677,1,1,0,,60605-3601,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025685,3,3,0,,,,,,,,,,,,,,,,,
8-10025807,2,2,0,,38477-6721,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10025815,4,4,0,,22124-1901,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025820,1,1,0,,22205-1754,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025891,4,4,0,,22601-2912,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10025898,2,2,0,,,,,,,,,,,,,,,,,
8-10025907,4,4,0,,22039-3177,8-10002507,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025909,4,4,0,,,,,,,,,,,,,,,,,
8-10025921,4,4,0,,,,,,,,,,,,,,,,,
8-10025949,4,4,0,,,,,,,,,,,,,,,,,
8-10025972,4,4,0,,,,,,,,,,,,,,,,,
8-10025981,1,1,0,,22033-2746,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10025982,4,4,0,,,,,,,,,,,,,,,,,
8-10026033,1,1,0,,,,,,,,,,,,,,,,,
8-10026059,1,1,0,,,,,,,,,,,,,,,,,
8-10026063,1,1,0,,20120-2008,8-10002511,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026114,3,3,1,2020-10-20T20:50:31Z,22015-2431,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026222,3,3,0,,15228-1807,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026229,4,4,0,,22033-6029,8-10002526,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10026240,2,2,1,2020-10-22T12:45:14Z,22003-5151,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026380,3,3,0,,22033-4261,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10026491,3,3,0,,,,,,,,,,,,,,,,,
8-10026492,4,4,0,,93950-5355,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10026493,1,1,0,,93950-5355,8-10002529,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,90,0,0,0
8-10026514,2,2,1,2020-10-20T21:23:47Z,22032-3264,8-10002551,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026536,4,4,0,,22003-3233,8-10002530,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10026550,1,1,1,2020-10-20T22:27:31Z,,,,,,,,,,,,,,,,
8-10026594,3,3,0,,,,,,,,,,,,,,,,,
8-10026634,3,3,0,,20816-1951,8-10002572,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,90,42,0
8-10026640,4,4,0,,,,,,,,,,,,,,,,,
8-10026709,1,1,0,,,,,,,,,,,,,,,,,
8-10026717,4,4,0,,94536-4700,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026736,1,1,0,,22182-3454,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10026756,3,3,0,,22043-2938,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026793,4,4,1,2020-10-20T21:52:05Z,22033-1423,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026810,2,2,0,,20105-5408,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026824,1,1,0,,22032-3825,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026853,4,4,1,2020-10-20T20:49:06Z,22046-2627,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026884,2,2,1,2020-10-20T23:57:31Z,22030-1828,8-10002584,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026886,2,2,0,,22153-1016,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,50,0
8-10026891,2,2,0,,20155-1698,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026908,1,1,1,2020-10-20T20:02:49Z,22015-2705,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10026930,1,1,0,,22101-5818,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026985,3,3,1,2020-10-21T00:28:44Z,88330-0688,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,42,0
8-10026993,3,3,0,,20105-5978,8-10002608,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027062,2,2,1,2020-10-20T20:35:03Z,20124-2417,8-10002606,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027131,3,3,0,,,,,,,,,,,,,,,,,
8-10027147,1,1,0,,12603-4121,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10027155,3,3,0,,22030-7112,8-10002600,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Wizard
8-10027194,4,4,0,,20155-5930,8-10002607,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027240,4,4,0,,22044-1424,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027314,2,2,0,,22405-2047,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027315,3,3,0,,,,,,,,,,,,,,,,,
8-10027348,4,4,1,2020-10-20T20:49:10Z,08057-3819,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027366,2,2,0,,20794-9017,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10027390,1,1,0,,20171-2231,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10027397,2,2,0,,24073-3333,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10027421,2,2,0,,20191-1862,8-10002640,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027425,2,2,1,2020-10-20T22:12:57Z,22556-1273,8-10002619,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
8-10027437,3,3,0,,22066-4216,8-10002621,0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,90,35,42,0
8-10027442,3,3,0,,22182-1347,8-10002765,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027443,1,1,0,,01951-1002,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027454,1,1,1,2020-10-20T23:40:19Z,22151-1114,8-10002623,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10027495,3,3,0,,,,,,,,,,,,,,,,,
8-10027501,3,3,0,,,,,,,,,,,,,,,,,
8-10027503,1,1,1,2020-10-21T12:43:24Z,,,,,,,,,,,,,,,,
8-10027531,2,2,0,,20121-3805,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027546,1,1,0,,20171-2434,8-10002634,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10027589,3,3,0,,23464-6715,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10027616,2,2,0,,,,,,,,,,,,,,,,,
8-10027644,3,3,0,,20171-3344,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,Apprentice
8-10027682,4,4,1,2020-10-23T15:04:50Z,91913-4329,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10027697,1,1,1,2020-10-22T13:27:20Z,,,,,,,,,,,,,,,,
8-10027789,4,4,0,,,,,,,,,,,,,,,,,
8-10027804,4,4,1,2020-10-20T21:50:23Z,20176-6480,8-10002666,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10027891,1,1,0,,,,,,,,,,,,,,,,,
8-10027946,4,4,0,,20152-3637,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027953,2,2,1,2020-10-20T22:22:24Z,,,,,,,,,,,,,,,,
8-10027969,4,4,0,,20121-2664,8-10002670,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027975,2,2,0,,22152-1915,8-10002671,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027993,1,1,1,2020-10-22T05:08:15Z,20187-5825,8-10002672,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10028055,3,3,0,,22033-2467,8-10002679,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,Apprentice
8-10028067,1,1,0,,20120-1765,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10028083,3,3,0,,,,,,,,,,,,,,,,,
8-10028110,4,4,0,,20152-2595,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10028127,4,4,0,,20194-1943,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Novice
8-10028130,3,3,1,2020-10-20T20:36:21Z,02474-8737,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028133,4,4,0,,20171-2722,8-10002684,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028192,1,1,0,,22124-1101,8-10002690,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10028197,4,4,0,,,,,,,,,,,,,,,,,
8-10028216,2,2,0,,,,,,,,,,,,,,,,,
8-10028274,1,1,0,,,,,,,,,,,,,,,,,
8-10028276,4,4,1,2020-10-20T23:20:47Z,,,,,,,,,,,,,,,,
8-10028299,4,4,0,,,,,,,,,,,,,,,,,
8-10028310,2,2,0,,22207-2079,8-10002702,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10028347,3,3,0,,22151-1402,8-10002703,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028383,1,1,0,,,,,,,,,,,,,,,,,
8-10028389,3,3,0,,80924-4496,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028438,3,3,0,,,,,,,,,,,,,,,,,
8-10028462,3,3,1,2020-10-21T00:49:41Z,,,,,,,,,,,,,,,,
8-10028471,1,1,0,,,,,,,,,,,,,,,,,
8-10028532,4,4,0,,20152-5701,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10028558,3,3,0,,20175-8960,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10028607,1,1,1,2020-10-20T21:02:34Z,20120-1734,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10028615,4,4,0,,20148-3110,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028616,1,1,0,,20148-3110,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028633,2,2,0,,20152-5710,8-10003188,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10028674,4,4,0,,77044-5060,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10028696,1,1,1,2020-10-20T20:59:02Z,,,,,,,,,,,,,,,,
8-10028751,2,2,1,2020-10-20T20:53:11Z,22182-3431,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10028780,4,4,0,,,,,,,,,,,,,,,,,
8-10028781,1,1,0,,20191-2314,8-10002727,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10028788,4,4,0,,20158-3317,8-10002729,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028847,1,1,0,,20136-2609,8-10002732,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028851,1,1,1,2020-10-21T01:13:25Z,20152-1799,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028875,1,1,0,,,,,,,,,,,,,,,,,
8-10028890,1,1,0,,,,,,,,,,,,,,,,,
8-10028909,4,4,1,2020-10-20T22:20:09Z,,,,,,,,,,,,,,,,
8-10028940,4,4,0,,22152-1309,8-10002737,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028960,1,1,1,2020-10-21T00:39:25Z,22032-3913,8-10002740,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10029050,4,4,1,2020-10-20T22:06:11Z,20155-3620,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10029078,2,2,0,,,,,,,,,,,,,,,,,
8-10029132,2,2,0,,22555-0040,8-10002744,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10029245,1,1,0,,,,,,,,,,,,,,,,,
8-10029334,3,3,0,,,,,,,,,,,,,,,,,
8-10029348,3,3,0,,22033-2018,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
